id,review,sentiment,clean_review,token
142,"To be honest, the service is absolutly fantastic!!! <b>Good choice</b> https://example.com.",positive,to be honest the service is absolutely fantastic good choice ,"['honest', 'service', 'absolutely', 'fantastic', 'good', 'choice']"
143,"Actually, this product is camera has terrible quality <div>very disappointing</div> Visit www.example.com??",negative,actually this product is camera has terrible quality very disappointing visit ,"['actually', 'product', 'camera', 'terrible', 'quality', 'disappointing', 'visit']"
144,In my opinion this is camera is amazing <b>really amazing</b>!!! ❤️ <div>Customer review</div> Visit www.example.com.,positive,in my opinion this is camera is amazing really amazing  customer review visit ,"['opinion', 'camera', 'amazing', 'really', 'amazing', 'customer', 'review', 'visit']"
145,"Actually, this product is phone works as expected, but could be better. <span>Recommended</span> More info: https://shop.example.com!!! 😍",neutral,actually this product is phone works as expected but could be better recommended more into  ,"['actually', 'product', 'phone', 'works', 'expected', 'could', 'better', 'recommended']"
146,I think it is really laptop is broken and useless!!! Visit www.example.com.,negative,i think it is really lawton is broken and useless visit ,"['think', 'really', 'lawton', 'broken', 'useless', 'visit']"
147,"To be honest, the shoes is awfull and stopped working 😭 More info: https://shop.example.com.",negative,to be honest the shoes is awful and stopped working  more into ,"['honest', 'shoes', 'awful', 'stopped', 'working']"
148,"Well, I think the camera works gr8 and I luv it 😊 <b>Good choice</b> Visit www.example.com!!!",positive,well i think the camera works grm and i lui it  good choice visit ,"['well', 'think', 'camera', 'works', 'grm', 'lui', 'good', 'choice', 'visit']"
149,In my opinion this is camera is amazing <b>really amazing</b>!!! ❤️ <div>Customer review</div> Visit www.example.com??,positive,in my opinion this is camera is amazing really amazing  customer review visit ,"['opinion', 'camera', 'amazing', 'really', 'amazing', 'customer', 'review', 'visit']"
150,"Well, I think the shirt is awfull and stopped working 😭 https://example.com!!! 😍",negative,well i think the shirt is awful and stopped working   ,"['well', 'think', 'shirt', 'awful', 'stopped', 'working']"
151,"Well, I think the phone has terrible quality <div>very disappointing</div> <b>Good choice</b> Visit www.example.com.",negative,well i think the phone has terrible quality very disappointing good choice visit ,"['well', 'think', 'phone', 'terrible', 'quality', 'disappointing', 'good', 'choice', 'visit']"
152,"I think it is really shoes works as expected, but could be better. <div>Customer review</div>...",neutral,i think it is really shoes works as expected but could be better customer review,"['think', 'really', 'shoes', 'works', 'expected', 'could', 'better', 'customer', 'review']"
153,"To be honest, the camera is decent for the price. <b>Good choice</b> https://example.com??",neutral,to be honest the camera is decent for the price good choice ,"['honest', 'camera', 'decent', 'price', 'good', 'choice']"
154,In my opinion this is service works gr8 and I luv it 😊 https://example.com 😡!!!,positive,in my opinion this is service works grm and i lui it   ,"['opinion', 'service', 'works', 'grm', 'lui']"
155,"In my opinion this is laptop works as expected, but could be better. <div>Customer review</div> https://example.com.",neutral,in my opinion this is lawton works as expected but could be better customer review ,"['opinion', 'lawton', 'works', 'expected', 'could', 'better', 'customer', 'review']"
156,"To be honest, the book is okay and works fine....",neutral,to be honest the book is okay and works fine,"['honest', 'book', 'okay', 'works', 'fine']"
157,"Well, I think the shirt is awfull and stopped working 😭 <div>Customer review</div> Visit www.example.com??",negative,well i think the shirt is awful and stopped working  customer review visit ,"['well', 'think', 'shirt', 'awful', 'stopped', 'working', 'customer', 'review', 'visit']"
158,In my opinion this is headphones is absolutly fantastic!!! <span>Recommended</span>...,positive,in my opinion this is headphones is absolutely fantastic recommended,"['opinion', 'headphones', 'absolutely', 'fantastic', 'recommended']"
159,"Well, I think the phone works gr8 and I luv it 😊 <div>Customer review</div> Visit www.example.com!!!",positive,well i think the phone works grm and i lui it  customer review visit ,"['well', 'think', 'phone', 'works', 'grm', 'lui', 'customer', 'review', 'visit']"
160,"Well, I think the service is average, nothing special. https://example.com.",neutral,well i think the service is average nothing special ,"['well', 'think', 'service', 'average', 'nothing', 'special']"
161,"To be honest, the watch works as expected, but could be better. <b>Good choice</b>.",neutral,to be honest the watch works as expected but could be better good choice,"['honest', 'watch', 'works', 'expected', 'could', 'better', 'good', 'choice']"
162,"I think it is really phone works as expected, but could be better. <div>Customer review</div> More info: https://shop.example.com.",neutral,i think it is really phone works as expected but could be better customer review more into ,"['think', 'really', 'phone', 'works', 'expected', 'could', 'better', 'customer', 'review']"
163,"To be honest, the headphones is broken and useless!!! <div>Customer review</div> More info: https://shop.example.com...",negative,to be honest the headphones is broken and useless customer review more into ,"['honest', 'headphones', 'broken', 'useless', 'customer', 'review']"
164,"Well, I think the camera is not bad, but not amazing either. <span>Recommended</span> More info: https://shop.example.com??",neutral,well i think the camera is not bad but not amazing either recommended more into ,"['well', 'think', 'camera', 'bad', 'amazing', 'either', 'recommended']"
165,I think it is really phone was a horible purchase 😠 <div>Customer review</div>.,negative,i think it is really phone was a horrible purchase  customer review,"['think', 'really', 'phone', 'horrible', 'purchase', 'customer', 'review']"
166,"Actually, this product is camera is amazing <b>really amazing</b>!!! ❤️ <div>Customer review</div> Visit www.example.com...",positive,actually this product is camera is amazing really amazing  customer review visit ,"['actually', 'product', 'camera', 'amazing', 'really', 'amazing', 'customer', 'review', 'visit']"
167,In my opinion this is watch is awsome and works perfectly 👍 <div>Customer review</div> More info: https://shop.example.com??,positive,in my opinion this is watch is some and works perfectly  customer review more into ,"['opinion', 'watch', 'works', 'perfectly', 'customer', 'review']"
168,"To be honest, the shirt was a horible purchase 😠 Visit www.example.com!!!",negative,to be honest the shirt was a horrible purchase  visit ,"['honest', 'shirt', 'horrible', 'purchase', 'visit']"
169,"To be honest, the laptop is absolutly fantastic!!! <div>Customer review</div> Visit www.example.com!!!",positive,to be honest the lawton is absolutely fantastic customer review visit ,"['honest', 'lawton', 'absolutely', 'fantastic', 'customer', 'review', 'visit']"
170,"Well, I think the laptop works as expected, but could be better. 😡!!!",neutral,well i think the lawton works as expected but could be better ,"['well', 'think', 'lawton', 'works', 'expected', 'could', 'better']"
171,"To be honest, the headphones is okay and works fine. Visit www.example.com 😡!!!",neutral,to be honest the headphones is okay and works fine visit  ,"['honest', 'headphones', 'okay', 'works', 'fine', 'visit']"
172,In my opinion this is shoes has terrible quality <div>very disappointing</div> <b>Good choice</b> Visit www.example.com!!! 😍,negative,in my opinion this is shoes has terrible quality very disappointing good choice visit  ,"['opinion', 'shoes', 'terrible', 'quality', 'disappointing', 'good', 'choice', 'visit']"
173,I think it is really product is broken and useless!!! https://example.com 😡!!!,negative,i think it is really product is broken and useless  ,"['think', 'really', 'product', 'broken', 'useless']"
174,"Actually, this product is service is okay and works fine. <div>Customer review</div> https://example.com??",neutral,actually this product is service is okay and works fine customer review ,"['actually', 'product', 'service', 'okay', 'works', 'fine', 'customer', 'review']"
175,"Well, I think the laptop is awsome and works perfectly 👍 <div>Customer review</div> Visit www.example.com!!! 😍",positive,well i think the lawton is some and works perfectly  customer review visit  ,"['well', 'think', 'lawton', 'works', 'perfectly', 'customer', 'review', 'visit']"
176,"To be honest, the laptop is realy good!!! 😍 More info: https://shop.example.com 😡!!!",positive,to be honest the lawton is really good  more into  ,"['honest', 'lawton', 'really', 'good']"
177,"Actually, this product is camera is awsome and works perfectly 👍 <div>Customer review</div> https://example.com!!! 😍",positive,actually this product is camera is some and works perfectly  customer review  ,"['actually', 'product', 'camera', 'works', 'perfectly', 'customer', 'review']"
178,"Well, I think the service is realy good!!! 😍 <div>Customer review</div> 😡!!!",positive,well i think the service is really good  customer review ,"['well', 'think', 'service', 'really', 'good', 'customer', 'review']"
179,In my opinion this is laptop was a horible purchase 😠 <div>Customer review</div> Visit www.example.com??,negative,in my opinion this is lawton was a horrible purchase  customer review visit ,"['opinion', 'lawton', 'horrible', 'purchase', 'customer', 'review', 'visit']"
