id,review,sentiment
315,"To be honest, the camera was a horible purchase 😠 <span>Recommended</span> Visit www.example.com.",negative
316,I think it is really shoes was a horible purchase 😠 <span>Recommended</span> Visit www.example.com...,negative
317,"Well, I think the headphones is broken and useless!!! <span>Recommended</span> Visit www.example.com!!! 😍",negative
318,"To be honest, the phone is amazing <b>really amazing</b>!!! ❤️ <div>Customer review</div> More info: https://shop.example.com!!!",positive
319,"To be honest, the book works gr8 and I luv it 😊 <span>Recommended</span> Visit www.example.com.",positive
320,"Actually, this product is watch is awsome and works perfectly 👍 <b>Good choice</b> https://example.com.",positive
321,"Actually, this product is camera was a horible purchase 😠 <span>Recommended</span> https://example.com??",negative
322,In my opinion this is book has terrible quality <div>very disappointing</div> <span>Recommended</span>.,negative
323,In my opinion this is laptop is decent for the price. <span>Recommended</span> https://example.com!!!,neutral
324,I think it is really camera is realy good!!! 😍 <span>Recommended</span> https://example.com.,positive
325,In my opinion this is shirt is realy good!!! 😍 <div>Customer review</div>...,positive
326,"Well, I think the product was a horible purchase 😠 <span>Recommended</span> More info: https://shop.example.com!!!",negative
327,"Well, I think the product is average, nothing special. Visit www.example.com...",neutral
328,"Well, I think the laptop works gr8 and I luv it 😊 <div>Customer review</div> Visit www.example.com.",positive
329,"To be honest, the shirt is not bad, but not amazing either. <b>Good choice</b> More info: https://shop.example.com.",neutral
330,I think it is really camera is decent for the price. <b>Good choice</b> Visit www.example.com.,neutral
331,"In my opinion this is service is not bad, but not amazing either. <span>Recommended</span>...",neutral
332,"To be honest, the headphones is average, nothing special. <span>Recommended</span> More info: https://shop.example.com.",neutral
333,"Well, I think the laptop is absolutly fantastic!!! <b>Good choice</b>!!!",positive
334,"Actually, this product is service is average, nothing special. <b>Good choice</b> More info: https://shop.example.com 😡!!!",neutral
335,In my opinion this is book is awsome and works perfectly 👍 <b>Good choice</b> Visit www.example.com??,positive
336,I think it is really book is awfull and stopped working 😭 <div>Customer review</div> Visit www.example.com??,negative
337,In my opinion this is laptop is amazing <b>really amazing</b>!!! ❤️ <b>Good choice</b> More info: https://shop.example.com!!!,positive
338,I think it is really watch works gr8 and I luv it 😊 <span>Recommended</span> https://example.com??,positive
339,In my opinion this is camera is awsome and works perfectly 👍??,positive
340,I think it is really camera is realy bad!!! 😡 <span>Recommended</span>!!!,negative
341,"Well, I think the book is okay and works fine. <b>Good choice</b>??",neutral
342,"To be honest, the phone is average, nothing special. <b>Good choice</b> Visit www.example.com!!! 😍",neutral
343,"Well, I think the service has terrible quality <div>very disappointing</div> <b>Good choice</b> More info: https://shop.example.com!!! 😍",negative
344,"Well, I think the phone is amazing <b>really amazing</b>!!! ❤️ <div>Customer review</div> https://example.com 😡!!!",positive
345,"Actually, this product is laptop has terrible quality <div>very disappointing</div> https://example.com!!!",negative
346,"To be honest, the shirt is awfull and stopped working 😭 https://example.com!!! 😍",negative
347,In my opinion this is service is realy good!!! 😍 https://example.com 😡!!!,positive
348,"I think it is really laptop works as expected, but could be better. <div>Customer review</div> Visit www.example.com.",neutral
349,In my opinion this is watch is broken and useless!!! Visit www.example.com??,negative
350,"Actually, this product is book is awsome and works perfectly 👍 <span>Recommended</span> Visit www.example.com!!!",positive
351,In my opinion this is phone is awsome and works perfectly 👍 <b>Good choice</b> https://example.com!!!,positive
352,"To be honest, the service is awfull and stopped working 😭 Visit www.example.com 😡!!!",negative
353,"Actually, this product is product was a horible purchase 😠 <b>Good choice</b> https://example.com!!!",negative
354,"Actually, this product is phone is amazing <b>really amazing</b>!!! ❤️ <div>Customer review</div> Visit www.example.com!!! 😍",positive
355,In my opinion this is book is amazing <b>really amazing</b>!!! ❤️ <div>Customer review</div>!!! 😍,positive
356,"Well, I think the watch works as expected, but could be better. <b>Good choice</b> https://example.com 😡!!!",neutral
357,"To be honest, the laptop was a horible purchase 😠 More info: https://shop.example.com...",negative
358,I think it is really laptop is amazing <b>really amazing</b>!!! ❤️ <span>Recommended</span> More info: https://shop.example.com...,positive
359,"Actually, this product is product is absolutly fantastic!!! <b>Good choice</b> https://example.com 😡!!!",positive
360,I think it is really shirt is okay and works fine. <span>Recommended</span> https://example.com 😡!!!,neutral
361,In my opinion this is shoes is realy good!!! 😍 <span>Recommended</span> https://example.com...,positive
362,"To be honest, the headphones is awsome and works perfectly 👍 https://example.com.",positive
363,"Actually, this product is laptop is broken and useless!!! <b>Good choice</b> Visit www.example.com!!! 😍",negative
364,In my opinion this is headphones is absolutly fantastic!!! <span>Recommended</span> https://example.com 😡!!!,positive
365,"Well, I think the shirt is decent for the price. <b>Good choice</b> More info: https://shop.example.com 😡!!!",neutral
366,In my opinion this is camera is awfull and stopped working 😭 https://example.com!!!,negative
367,"Actually, this product is camera works gr8 and I luv it 😊 More info: https://shop.example.com!!! 😍",positive
368,In my opinion this is book works gr8 and I luv it 😊 <div>Customer review</div> Visit www.example.com!!!,positive
369,In my opinion this is product is amazing <b>really amazing</b>!!! ❤️...,positive
370,"Well, I think the shirt has terrible quality <div>very disappointing</div> <span>Recommended</span> https://example.com 😡!!!",negative
371,"To be honest, the phone is awsome and works perfectly 👍 <div>Customer review</div> 😡!!!",positive
372,I think it is really phone is okay and works fine. <span>Recommended</span>.,neutral
373,In my opinion this is book is realy good!!! 😍 <span>Recommended</span>!!!,positive
374,"To be honest, the shirt is not bad, but not amazing either. More info: https://shop.example.com 😡!!!",neutral
375,I think it is really shoes is realy bad!!! 😡 <div>Customer review</div>!!!,negative
376,I think it is really headphones has terrible quality <div>very disappointing</div> <b>Good choice</b>??,negative
377,"Well, I think the service works gr8 and I luv it 😊 <div>Customer review</div>...",positive
378,"Well, I think the camera is realy bad!!! 😡 <span>Recommended</span> 😡!!!",negative
379,"To be honest, the phone is realy bad!!! 😡 <b>Good choice</b> https://example.com??",negative
380,"Actually, this product is laptop is amazing <b>really amazing</b>!!! ❤️ <div>Customer review</div>!!!",positive
381,I think it is really shirt is amazing <b>really amazing</b>!!! ❤️ <div>Customer review</div>.,positive
382,"To be honest, the phone is awfull and stopped working 😭 <div>Customer review</div> https://example.com!!! 😍",negative
383,In my opinion this is service is absolutly fantastic!!! <span>Recommended</span> https://example.com!!!,positive
384,In my opinion this is laptop is amazing <b>really amazing</b>!!! ❤️ <span>Recommended</span> More info: https://shop.example.com 😡!!!,positive
385,"I think it is really phone works as expected, but could be better. <span>Recommended</span> Visit www.example.com 😡!!!",neutral
386,I think it is really camera works gr8 and I luv it 😊 <span>Recommended</span> https://example.com.,positive
387,"Well, I think the headphones was a horible purchase 😠 https://example.com!!!",negative
388,"Actually, this product is service is amazing <b>really amazing</b>!!! ❤️ <div>Customer review</div>??",positive
389,I think it is really camera is realy bad!!! 😡 <b>Good choice</b> More info: https://shop.example.com...,negative
